Water Control Zone,Station,Latitude,Longitude,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),Faecal Coliforms (cfu/100mL),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Total Inorganic Nitrogen (mg/L),Total Nitrogen (mg/L),Turbidity (NTU),Volatile Suspended Solids (mg/L)
Tolo Harbour and Channel,TM3,22.447617,114.203017,9/20/2017,1,Surface Water,2.1,0.072,1.7,7.2,260,0.005,1,29.9,0.09,0.68,1.2,2.8
Tolo Harbour and Channel,TM3,22.447617,114.203017,9/20/2017,1,Middle Water,1.8,0.024,2.3,7.6,230,0.004,1.5,30.2,0.03,1,0.9,2.6
Tolo Harbour and Channel,TM3,22.447617,114.203017,9/20/2017,1,Bottom Water,1.4,0.014,1.8,7.3,11,0.006,1,30.6,0.02,1.1,0.9,2.9
Tolo Harbour and Channel,TM3,22.447617,114.203017,10/19/2017,1,Surface Water,2.9,0.078,5.2,7.4,100,0.013,2,27.8,0.18,0.47,0.8,2.1
Tolo Harbour and Channel,TM3,22.447617,114.203017,10/19/2017,1,Middle Water,1,0.078,1.4,5.6,180,0.011,1,29.3,0.12,0.41,0.6,1.9
Tolo Harbour and Channel,TM3,22.447617,114.203017,10/19/2017,1,Bottom Water,0.9,0.068,1.3,4.2,70,0.006,0.6,30.5,0.11,0.44,0.5,1.5
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/21/2015,1,Surface Water,1.3,0.13,3.6,4.2,7900,0.018,1.8,19.3,0.27,0.53,10.3,1.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/21/2015,1,Middle Water,0.2,0.093,2.7,5.4,1000,0.004,0,30.3,0.12,0.31,3.6,0.9
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/21/2015,1,Bottom Water,0.6,0.094,3.2,3.6,220,0.006,0,32.9,0.11,0.3,2.9,0.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/25/2015,1,Surface Water,1.8,0.024,4.7,6.9,430,0.003,3.2,27.2,0.16,0.41,2.5,0
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/25/2015,1,Middle Water,2.1,0.028,5.4,6.9,460,0.003,2.5,28.3,0.16,0.35,2.3,0.5
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/25/2015,1,Bottom Water,2,0.032,4.5,5.2,190,0.003,3.1,29.7,0.16,0.44,2.5,0
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/8/2015,1,Surface Water,1.6,0.027,1.5,6,0,0.006,0.8,32.3,0.03,0.19,2.6,1.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/8/2015,1,Middle Water,1.4,0.024,1.3,6.4,1,0.005,0.7,32.3,0.03,0.19,2.6,1.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/8/2015,1,Bottom Water,1.2,0.058,1.5,6.1,0,0.007,2,32.4,0.06,0.33,2.6,2.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/12/2015,1,Surface Water,1.9,0.024,2.4,6.3,200,0.004,1.1,32.3,0.03,0.29,2.7,1.4
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/12/2015,1,Middle Water,2,0.033,2.4,6.7,5,0.006,0,32.6,0.04,0.32,2.6,1.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/12/2015,1,Bottom Water,2.3,0.045,5.9,5.1,17,0.015,3.2,33.1,0.05,0.38,2.7,1.4
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/18/2015,1,Surface Water,0.7,0.027,2.7,6.5,3,0.005,1.1,31.7,0.03,0.27,2.6,0.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/18/2015,1,Middle Water,0.7,0.034,1.1,6.5,0,0.006,0,32.4,0.04,0.28,2.3,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/18/2015,1,Bottom Water,0.9,0.078,13,4.7,0,0.009,4.5,33.1,0.08,0.42,2.8,1.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/9/2015,1,Surface Water,2.4,0.028,20,8.2,100,0.004,2.4,24.5,0.13,0.54,3.3,2.3
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/9/2015,1,Middle Water,0.5,0.15,4.5,3.9,99,0.009,1.1,32.1,0.16,0.61,2.6,1.2
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/9/2015,1,Bottom Water,0.4,0.13,1,3.5,110,0.011,2.1,32.7,0.16,0.74,3.7,5.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,11/19/2015,1,Surface Water,1.4,0.04,4.7,8.3,87,0.004,0.9,31.1,0.07,0.43,2.7,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,11/19/2015,1,Middle Water,1.4,0.03,7.6,8.5,0,0.005,1.3,31.8,0.03,0.56,2.7,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,11/19/2015,1,Bottom Water,1.2,0.05,12,4.1,3,0.006,1.6,32.5,0.11,0.47,3.5,1
Tolo Harbour and Channel,TM4,22.432733,114.2196,12/18/2015,1,Surface Water,1.8,0.031,12,7.3,2,0.004,1.3,32.4,0.04,0.54,4.1,2.2
Tolo Harbour and Channel,TM4,22.432733,114.2196,12/18/2015,1,Middle Water,1.8,0.032,13,7.7,0,0.005,1.7,32.4,0.04,0.59,3.9,2
Tolo Harbour and Channel,TM4,22.432733,114.2196,12/18/2015,1,Bottom Water,1.7,0.034,11,7.5,6,0.004,1.7,32.4,0.05,0.69,4.2,1.9
Tolo Harbour and Channel,TM4,22.432733,114.2196,1/14/2016,1,Surface Water,4,0.083,16,9,38,0.006,0.9,30.1,0.09,0.4,3.2,1.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,1/14/2016,1,Middle Water,4.1,0.11,28,10.7,13,0.005,1.8,31.3,0.12,0.45,3.2,1.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,1/14/2016,1,Bottom Water,1.4,0.053,8.9,6.6,5,0.005,2.7,31.8,0.06,0.25,4.4,1.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,2/19/2016,1,Surface Water,2.5,0.034,13,7.7,9,0.004,2.2,29.4,0.04,1.1,2.9,2.3
Tolo Harbour and Channel,TM4,22.432733,114.2196,2/19/2016,1,Middle Water,1.5,0.058,9.6,8.9,18,0.003,3.2,30.2,0.08,0.47,2.8,1.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,2/19/2016,1,Bottom Water,1.3,0.072,1.2,6.3,2,0.003,0.4,30.8,0.14,0.56,2.6,0.9
Tolo Harbour and Channel,TM4,22.432733,114.2196,3/18/2016,1,Surface Water,0.8,0.11,0,6.7,35,0.004,0.3,29.8,0.18,0.45,0.7,0.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,3/18/2016,1,Middle Water,1.1,0.11,0.6,5.6,5,0.004,0.4,29.9,0.17,0.46,0.9,0.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,3/18/2016,1,Bottom Water,0.5,0.085,0.8,6.1,1,0.006,1.1,31.4,0.13,0.25,1.8,0.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,4/14/2016,1,Surface Water,3,0.32,5,6.5,8200,0.003,2.6,26,0.77,1.06,1.4,2.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,4/14/2016,1,Middle Water,2,0.064,3.2,6.3,55,0,1.3,30.7,0.07,0.31,0.3,1.4
Tolo Harbour and Channel,TM4,22.432733,114.2196,4/14/2016,1,Bottom Water,1.6,0.077,2.6,4.4,140,0,0.9,31.1,0.09,0.24,0.5,1
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/11/2016,1,Surface Water,2.7,0.16,9.9,7.5,5900,0.029,0.5,22.8,0.39,0.66,5.2,2.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/11/2016,1,Middle Water,2.1,0.065,7.7,7.1,260,0.012,0.8,30,0.07,0.61,1.1,1.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/11/2016,1,Bottom Water,1.3,0.08,3.8,5,96,0.005,0.9,30.6,0.1,0.42,1,0.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/13/2016,1,Surface Water,1.5,0.037,7.2,6,40,0.004,1.3,29.7,0.04,0.35,0.9,1
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/13/2016,1,Middle Water,1.3,0.049,6,6,40,0.005,1.3,30.6,0.05,0.43,0.8,1.2
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/13/2016,1,Bottom Water,1,0.13,0.5,5.6,42,0.016,1.2,31.3,0.15,0.37,1.1,0.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/18/2016,1,Surface Water,1.4,0.012,4.4,6.7,0,0,1.2,32.5,0.02,0.94,2.3,2
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/18/2016,1,Middle Water,2.1,0.014,8.4,5.2,6,0,3.6,33.3,0.02,0.94,1.7,2.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/18/2016,1,Bottom Water,1.4,0.014,16,4.7,4,0.002,5.6,34.1,0.03,0.9,1.7,1.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/19/2016,1,Surface Water,2.4,0.049,13,7,2000,0,4.3,24,0.06,0.51,4.8,1.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/19/2016,1,Middle Water,0.7,0.039,2.1,6.8,64,0.003,0.6,28.3,0.04,1,0.7,0.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/19/2016,1,Bottom Water,0.7,0.043,0.5,7.1,9,0.005,0.4,31.4,0.05,0.72,0.9,0
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/29/2016,1,Surface Water,1.1,0.056,3.2,5.6,22,0.011,2.9,31.9,0.07,0.18,4.4,0.5
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/29/2016,1,Middle Water,1.4,0.036,2.6,3.7,18,0.011,1.8,31.9,0.05,0.2,1.2,0.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/29/2016,1,Bottom Water,0.8,0.052,3.8,3.5,48,0.012,0.6,31.9,0.07,0.19,1.2,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/13/2016,1,Surface Water,1.6,0.061,2.1,5.3,0,0.004,0.9,29.5,0.07,0.43,0.9,1.3
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/13/2016,1,Middle Water,1.6,0.041,2.2,5.5,13,0.003,1,29.6,0.05,0.48,0.9,1.2
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/13/2016,1,Bottom Water,1.8,0.19,3.4,5.6,2,0.025,5.1,31.1,0.19,0.53,1,1.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,11/10/2016,1,Surface Water,0.7,0.057,6.6,3.8,120,0.005,2,29.5,0.1,0.3,0.7,0.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,11/10/2016,1,Middle Water,0.8,0.062,3.6,5,170,0.004,1.4,29.7,0.11,0.22,0.8,1
Tolo Harbour and Channel,TM4,22.432733,114.2196,11/10/2016,1,Bottom Water,0.4,0.095,3.6,5.3,430,0.007,0.5,30.5,0.15,0.26,1.2,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,12/12/2016,1,Surface Water,1.7,0.019,7.2,7.2,2,0,3.9,29.8,0.05,0.43,2.7,1.3
Tolo Harbour and Channel,TM4,22.432733,114.2196,12/12/2016,1,Middle Water,1.8,0.022,8.3,8.1,2,0,3.3,30,0.06,0.44,2.5,1.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,12/12/2016,1,Bottom Water,1.3,0.022,6.4,7.1,3,0,2.1,30.4,0.07,0.47,2.5,1.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,1/18/2017,1,Surface Water,1.2,0.081,0.9,5.7,77,0,0.4,29.5,0.09,0.26,0.5,0
Tolo Harbour and Channel,TM4,22.432733,114.2196,1/18/2017,1,Middle Water,0.8,0.13,0.9,5.6,4,0,0,30.3,0.19,0.35,0.7,0.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,1/18/2017,1,Bottom Water,0.7,0.074,0.5,5.7,3,0,0.4,30.3,0.08,0.33,0.8,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,2/20/2017,1,Surface Water,1,0.019,5.5,7.3,2,0.002,1,30.2,0.02,0.21,2.8,1.5
Tolo Harbour and Channel,TM4,22.432733,114.2196,2/20/2017,1,Middle Water,1,0.041,5.9,7.8,1,0.003,0.8,30.3,0.05,0.35,2.8,3.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,2/20/2017,1,Bottom Water,0.9,0.048,2.4,6.9,0,0.003,0.5,30.6,0.06,0.63,2.8,1.3
Tolo Harbour and Channel,TM4,22.432733,114.2196,3/10/2017,1,Surface Water,1.4,0.042,4.2,7.5,8,0.003,0.7,30.3,0.05,0.5,2.5,1.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,3/10/2017,1,Middle Water,0.9,0.042,4.4,7.8,5,0.003,2.1,30.4,0.05,0.38,2.5,1.2
Tolo Harbour and Channel,TM4,22.432733,114.2196,3/10/2017,1,Bottom Water,0.6,0.065,2.5,5.9,5,0.003,1,31,0.09,0.48,2.4,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,4/5/2017,1,Surface Water,1.6,0.047,1.1,6.9,2,0.004,0.7,30.2,0.11,0.51,3.7,1
Tolo Harbour and Channel,TM4,22.432733,114.2196,4/5/2017,1,Middle Water,1.1,0.036,1,6.9,0,0.003,0.5,30.5,0.09,0.54,0.4,1.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,4/5/2017,1,Bottom Water,1.3,0.096,0.9,5.4,1,0.004,0.8,31.3,0.15,1.15,1.3,1.7
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/19/2017,1,Surface Water,1.7,0.055,2.2,6.8,8,0,2.1,30.4,0.08,0.37,2.4,2.9
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/19/2017,1,Middle Water,1.7,0.032,1.9,6.9,11,0,0.7,31,0.05,0.42,0.4,0
Tolo Harbour and Channel,TM4,22.432733,114.2196,5/19/2017,1,Bottom Water,1.3,0.044,1.5,6.4,6,0.003,1.5,32.2,0.05,0.32,0.4,2.3
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/14/2017,1,Surface Water,1,0.11,1.2,5.2,16000,0.019,1.1,29.5,0.31,0.45,1.5,0.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/14/2017,1,Middle Water,0.7,0.056,1.4,4.9,440,0.007,0.9,31.7,0.06,0.26,0.6,1
Tolo Harbour and Channel,TM4,22.432733,114.2196,6/14/2017,1,Bottom Water,0.7,0.07,1,4.8,560,0.009,0.4,32.1,0.08,0.25,1.8,0.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/12/2017,1,Surface Water,3.5,0.033,5.6,6.9,5,0.002,2,26.9,0.04,0.21,3.3,2.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/12/2017,1,Middle Water,2.6,0.023,15,7.9,5,0.004,2.8,28.2,0.03,0.27,1.4,2
Tolo Harbour and Channel,TM4,22.432733,114.2196,7/12/2017,1,Bottom Water,0.8,0.096,4.1,2.7,1,0.015,1.9,33,0.11,0.33,1.1,0.9
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/18/2017,1,Surface Water,2,0.034,2.5,6.6,3,0.013,0.7,32.4,0.04,0.5,0.6,1.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/18/2017,1,Middle Water,2.2,0.052,10,6.1,0,0.04,3.8,32.9,0.06,0.49,0.5,2.4
Tolo Harbour and Channel,TM4,22.432733,114.2196,8/18/2017,1,Bottom Water,1.7,0.14,4.6,5.8,0,0.057,3.4,33.3,0.14,0.51,5.1,2.2
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/20/2017,1,Surface Water,2.5,0.024,2.8,6.5,100,0.005,0,29.3,0.03,0.74,1.2,4.1
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/20/2017,1,Middle Water,1.5,0.013,1.7,7.6,7,0.004,0.5,30.4,0.02,0.54,0.6,2.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,9/20/2017,1,Bottom Water,1.3,0.011,2.1,7.3,7,0.005,0.7,30.7,0.02,1,0.9,2.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/19/2017,1,Surface Water,1.5,0.072,3.3,6.8,220,0.011,1.6,26.6,0.19,0.39,0.6,1.8
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/19/2017,1,Middle Water,1.3,0.077,1.9,4.6,31,0.012,1.6,30,0.13,0.47,0.5,1.6
Tolo Harbour and Channel,TM4,22.432733,114.2196,10/19/2017,1,Bottom Water,1.1,0.063,1,4.3,6,0.005,0.5,30.8,0.1,0.37,0.4,1.8
Tolo Harbour and Channel,TM5,22.4571,114.224267,5/21/2015,1,Surface Water,1.2,0.076,3.4,4.5,1200,0.005,2.4,26.5,0.16,0.41,5.4,1.3
Tolo Harbour and Channel,TM5,22.4571,114.224267,5/21/2015,1,Bottom Water,0.9,0.093,3.1,5.8,360,0.004,0,29.8,0.13,0.33,3.8,0.8
Tolo Harbour and Channel,TM5,22.4571,114.224267,6/25/2015,1,Surface Water,1.9,0.028,4.1,6.9,660,0.004,2.4,27.4,0.16,0.42,2.5,0.5
Tolo Harbour and Channel,TM5,22.4571,114.224267,6/25/2015,1,Bottom Water,2.5,0.029,4.8,7.2,570,0.003,2,27.9,0.17,0.41,2.4,0
Tolo Harbour and Channel,TM5,22.4571,114.224267,7/8/2015,1,Surface Water,1.7,0.02,1.7,6.3,2,0.006,1.4,31.7,0.02,0.21,3.2,1
Tolo Harbour and Channel,TM5,22.4571,114.224267,7/8/2015,1,Bottom Water,1.4,0.046,2.5,6.1,4,0.007,1.8,32.2,0.05,0.26,3.8,5.3
Tolo Harbour and Channel,TM5,22.4571,114.224267,8/12/2015,1,Surface Water,2,0.024,4.8,6,5,0.006,0,32.7,0.03,0.29,2.7,1.2
Tolo Harbour and Channel,TM5,22.4571,114.224267,8/12/2015,1,Bottom Water,2.3,0.03,5.8,6,8,0.01,1.2,33.1,0.03,0.31,3.8,2.1
Tolo Harbour and Channel,TM5,22.4571,114.224267,9/18/2015,1,Surface Water,0.8,0.03,3.1,5.9,4,0.006,1.8,32.5,0.03,0.27,2.6,0.9
Tolo Harbour and Channel,TM5,22.4571,114.224267,9/18/2015,1,Bottom Water,1,0.029,4.8,5.9,1,0.005,4.5,32.6,0.03,0.35,2.6,3.6
Tolo Harbour and Channel,TM5,22.4571,114.224267,10/9/2015,1,Surface Water,1.8,0.038,14,5.8,10,0,0.9,30.1,0.07,0.45,3.2,2.1
Tolo Harbour and Channel,TM5,22.4571,114.224267,10/9/2015,1,Bottom Water,1.5,0.088,11,5.8,11,0.003,2.5,31.2,0.11,0.52,3.2,2.3
Tolo Harbour and Channel,TM5,22.4571,114.224267,11/19/2015,1,Surface Water,1.3,0.036,3.6,7.1,22,0.005,1.6,31.8,0.06,0.49,2.6,1.2
Tolo Harbour and Channel,TM5,22.4571,114.224267,11/19/2015,1,Bottom Water,1.5,0.04,4.8,8,1,0.005,1.8,31.9,0.06,0.52,2.6,1.1
Tolo Harbour and Channel,TM5,22.4571,114.224267,12/18/2015,1,Surface Water,1.1,0.045,4.8,6.1,9,0.005,0.6,32.2,0.07,0.59,4.4,1.6
Tolo Harbour and Channel,TM5,22.4571,114.224267,12/18/2015,1,Bottom Water,1.1,0.036,4.4,7.4,15,0.004,1.1,32.4,0.06,0.78,5.3,1.4
Tolo Harbour and Channel,TM5,22.4571,114.224267,1/14/2016,1,Surface Water,3.4,0.051,17,8.3,8,0.003,0.5,31.3,0.06,0.38,3.9,2.4
Tolo Harbour and Channel,TM5,22.4571,114.224267,1/14/2016,1,Bottom Water,3.6,0.041,15,9,14,0.004,0.6,31.4,0.05,0.38,4,5.5
Tolo Harbour and Channel,TM5,22.4571,114.224267,2/19/2016,1,Surface Water,2,0.033,6,7.5,7,0.004,0.8,29.6,0.04,0.24,2.6,1
Tolo Harbour and Channel,TM5,22.4571,114.224267,2/19/2016,1,Bottom Water,1.7,0.042,6.4,9.6,1,0.003,0.3,29.8,0.05,0.69,2.6,1.4
Tolo Harbour and Channel,TM5,22.4571,114.224267,3/18/2016,1,Surface Water,0.6,0.096,0.4,6.8,13,0.004,0.3,30.3,0.16,0.35,0.8,0.6
Tolo Harbour and Channel,TM5,22.4571,114.224267,3/18/2016,1,Bottom Water,0.6,0.099,1.4,5.7,4,0.004,5.7,30.2,0.16,0.3,4.2,6.2
Tolo Harbour and Channel,TM5,22.4571,114.224267,4/14/2016,1,Surface Water,2.2,0.077,6.1,6.4,110,0,0.3,28.2,0.11,0.32,0.4,0.9
Tolo Harbour and Channel,TM5,22.4571,114.224267,4/14/2016,1,Bottom Water,1.9,0.059,3.3,5.8,22,0.002,1.4,30.1,0.07,0.25,0.3,0.6
Tolo Harbour and Channel,TM5,22.4571,114.224267,5/11/2016,1,Surface Water,2.3,0.079,6.5,7.1,1500,0.013,0.4,27,0.17,0.34,2.2,1.2
Tolo Harbour and Channel,TM5,22.4571,114.224267,5/11/2016,1,Bottom Water,2.3,0.066,4.7,6.7,850,0.01,1.8,29.7,0.1,0.26,0.9,3.4
Tolo Harbour and Channel,TM5,22.4571,114.224267,6/13/2016,1,Surface Water,2,0.039,6.3,6.2,190,0.005,1.1,26.4,0.07,0.2,1.1,2
Tolo Harbour and Channel,TM5,22.4571,114.224267,6/13/2016,1,Bottom Water,2,0.05,7.8,5.6,99,0.003,2.6,27.2,0.07,0.2,0.9,1.9
Tolo Harbour and Channel,TM5,22.4571,114.224267,7/18/2016,1,Surface Water,1.3,0.011,3.4,5.7,12,0,0.4,31.5,0.02,1,2.3,1.9
Tolo Harbour and Channel,TM5,22.4571,114.224267,7/18/2016,1,Bottom Water,1.6,0.011,4,5.6,44,0,1.5,32.2,0.02,1.2,1.4,1.4
Tolo Harbour and Channel,TM5,22.4571,114.224267,8/19/2016,1,Surface Water,2.4,0.044,10,6.8,21,0.005,2.3,27.8,0.05,1.01,2.6,2
Tolo Harbour and Channel,TM5,22.4571,114.224267,8/19/2016,1,Bottom Water,1.5,0.034,4.5,6.3,8,0.006,2.1,27.8,0.04,1.1,1.3,1.2
Tolo Harbour and Channel,TM5,22.4571,114.224267,9/29/2016,1,Surface Water,1,0.042,1.5,4.2,20,0.01,1,31.6,0.05,0.26,2.8,0.5
Tolo Harbour and Channel,TM5,22.4571,114.224267,9/29/2016,1,Bottom Water,1,0.048,3.9,4,7,0.011,1.7,31.6,0.06,0.13,1.4,1
Tolo Harbour and Channel,TM5,22.4571,114.224267,10/13/2016,1,Surface Water,0.9,0.061,2.7,6.3,0,0.008,1.3,30.8,0.07,0.24,6.1,0.9
Tolo Harbour and Channel,TM5,22.4571,114.224267,10/13/2016,1,Bottom Water,1,0.048,2.7,4.3,15,0.009,1.1,30.8,0.05,1,1.5,0.9
Tolo Harbour and Channel,TM5,22.4571,114.224267,11/10/2016,1,Surface Water,0.7,0.054,4.3,5.3,7,0.006,0.5,29.8,0.07,0.19,7.3,0.5
Tolo Harbour and Channel,TM5,22.4571,114.224267,11/10/2016,1,Bottom Water,0.6,0.038,4,5,2,0.006,1,29.7,0.06,0.12,0.8,0.7
Tolo Harbour and Channel,TM5,22.4571,114.224267,12/12/2016,1,Surface Water,1,0.027,2.6,6.3,3,0,2.1,30.1,0.06,0.63,3.3,1
Tolo Harbour and Channel,TM5,22.4571,114.224267,12/12/2016,1,Bottom Water,1.3,0.027,4,5.9,2,0,2.9,30.2,0.06,0.61,3.3,1.3
Tolo Harbour and Channel,TM5,22.4571,114.224267,1/18/2017,1,Surface Water,0.7,0.078,0.3,6.9,73,0,1.9,30.3,0.09,0.24,3.4,0.6
Tolo Harbour and Channel,TM5,22.4571,114.224267,1/18/2017,1,Bottom Water,0.7,0.084,0.6,5.1,100,0.005,0.6,30.3,0.09,0.3,1.3,1.1
Tolo Harbour and Channel,TM5,22.4571,114.224267,2/20/2017,1,Surface Water,0.6,0.015,1.8,6.1,3,0.002,1.5,30.2,0.02,0.34,2.6,1.3
Tolo Harbour and Channel,TM5,22.4571,114.224267,2/20/2017,1,Bottom Water,0.7,0.019,2.8,7.5,2,0.002,1.9,30.4,0.02,0.59,6.1,1.7
Tolo Harbour and Channel,TM5,22.4571,114.224267,3/10/2017,1,Surface Water,0.9,0.041,2.3,6.2,2,0.003,0.4,30.6,0.06,0.3,6.5,0.8
Tolo Harbour and Channel,TM5,22.4571,114.224267,3/10/2017,1,Bottom Water,0.9,0.035,2.2,7.3,0,0.003,2.2,30.6,0.05,0.14,3,1.6
Tolo Harbour and Channel,TM5,22.4571,114.224267,4/5/2017,1,Surface Water,1,0.043,0.6,6.9,0,0.004,0,30.6,0.11,0.37,3,1.7
Tolo Harbour and Channel,TM5,22.4571,114.224267,4/5/2017,1,Bottom Water,1.1,0.036,0.6,6.4,0,0.004,0,30.6,0.1,0.47,0.4,1.4
Tolo Harbour and Channel,TM5,22.4571,114.224267,5/19/2017,1,Surface Water,1.4,0.039,1.7,6.7,3,0,0,30.5,0.06,0.31,1.9,2.2
Tolo Harbour and Channel,TM5,22.4571,114.224267,5/19/2017,1,Bottom Water,1.6,0.027,1.1,6.8,6,0,0.8,30.8,0.04,0.39,0.4,0.6
Tolo Harbour and Channel,TM5,22.4571,114.224267,6/14/2017,1,Surface Water,1.1,0.065,4.3,5.8,11000,0.004,1.3,26.9,0.18,0.38,1.4,1
Tolo Harbour and Channel,TM5,22.4571,114.224267,6/14/2017,1,Bottom Water,0.9,0.065,1.2,5,710,0.008,1,31.2,0.1,0.24,0.8,0.9
Tolo Harbour and Channel,TM5,22.4571,114.224267,7/12/2017,1,Surface Water,3.7,0.035,6.3,5.6,9,0.003,1.8,26.6,0.04,0.29,3.5,2.3
Tolo Harbour and Channel,TM5,22.4571,114.224267,7/12/2017,1,Bottom Water,3.2,0.022,10,8.1,4,0.003,1.1,28,0.03,0.29,1.3,2.4
Tolo Harbour and Channel,TM5,22.4571,114.224267,8/18/2017,1,Surface Water,1.6,0.04,1.9,5,0,0.022,0,32.6,0.04,0.36,0.3,1
Tolo Harbour and Channel,TM5,22.4571,114.224267,8/18/2017,1,Bottom Water,1.6,0.012,2,5,0,0.015,0.4,32.8,0.02,0.22,0.4,1
Tolo Harbour and Channel,TM5,22.4571,114.224267,9/20/2017,1,Surface Water,1.7,0.01,1.4,6.3,3,0.005,1.3,30.1,0.01,0.35,1,2.7
Tolo Harbour and Channel,TM5,22.4571,114.224267,9/20/2017,1,Bottom Water,1.7,0.008,1.7,6.7,3,0.005,0,30.4,0.01,0.74,0.9,2.7
Tolo Harbour and Channel,TM5,22.4571,114.224267,10/19/2017,1,Surface Water,1.9,0.029,6.6,8,15,0.005,2.7,28.9,0.04,0.63,0.8,1.8
Tolo Harbour and Channel,TM5,22.4571,114.224267,10/19/2017,1,Bottom Water,1.8,0.024,5.9,7.2,12,0.004,1.1,29.6,0.04,0.4,0.7,2.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/21/2015,1,Surface Water,1.2,0.055,3,5.9,2100,0.002,1.9,26.9,0.11,0.32,4.8,1.4
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/21/2015,1,Middle Water,0.9,0.073,1.7,4.9,370,0.004,0,32.1,0.09,0.26,2.7,0.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/21/2015,1,Bottom Water,0.7,0.12,1.8,3.3,110,0.007,1.7,33.1,0.14,0.29,3.3,0
