Water Control Zone,Station,Latitude,Longitude,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),Faecal Coliforms (cfu/100mL),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Total Inorganic Nitrogen (mg/L),Total Nitrogen (mg/L),Turbidity (NTU),Volatile Suspended Solids (mg/L)
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/19/2017,1,Surface Water,1.2,0.018,1,7,0,0,0.4,31.9,0.03,0.3,1.7,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/19/2017,1,Middle Water,1.5,0.037,1.6,7.1,3,0,1.3,32.2,0.04,0.33,0.3,0.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/19/2017,1,Bottom Water,0.7,0.084,1.9,4.7,6,0,0,32.6,0.09,0.26,0.3,0.9
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/14/2017,1,Surface Water,0.9,0.074,1.5,5.3,1900,0.003,0.9,30.8,0.11,0.3,0.8,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/14/2017,1,Middle Water,0.4,0.068,1.2,5,500,0.002,0,31.8,0.08,0.24,0.6,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/14/2017,1,Bottom Water,0.1,0.061,0.5,5.2,30,0.003,0.3,32,0.07,0.24,0.8,0
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/12/2017,1,Surface Water,2.3,0.022,5.2,8.9,4,0.002,1.1,27.9,0.03,0.14,0.8,1.3
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/12/2017,1,Middle Water,1.9,0.015,11,9.8,0,0.003,2,29.4,0.02,0.23,0.9,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/12/2017,1,Bottom Water,0.6,0.13,1.4,0.9,0,0.039,0.6,33.9,0.18,0.35,0.9,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/18/2017,1,Surface Water,1.1,0.017,1.8,6.1,1,0.014,0,32.7,0.02,0.38,0.3,1.2
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/18/2017,1,Middle Water,1.8,0.046,4.1,4.3,1,0.033,2.2,33.7,0.05,0.44,1,2
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/18/2017,1,Bottom Water,0.7,0.078,4.3,0.1,0,0.033,0.9,34.3,0.08,0.36,1.8,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/20/2017,1,Surface Water,1.2,0,1.1,7.7,0,0.005,0.9,30.4,0.01,0.75,0.6,2.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/20/2017,1,Middle Water,1.1,0.009,2.2,7.8,2,0.004,0.3,30.5,0.01,0.66,0.6,2.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/20/2017,1,Bottom Water,0.6,0.068,1.2,4.3,0,0.018,0.9,31.5,0.1,1.03,0.7,3.2
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/19/2017,1,Surface Water,0.8,0.05,1.5,6,2,0.005,1.2,29.6,0.09,0.75,1.8,1.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/19/2017,1,Middle Water,0.7,0.04,1.5,6,0,0.005,0.8,29.9,0.07,0.32,0.3,1.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/19/2017,1,Bottom Water,0.5,0.085,1.4,4.1,2,0.005,1.1,31.8,0.12,0.58,1.1,2.2
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/21/2015,1,Surface Water,1,0.047,2.5,5.7,230,0.003,1.6,29.5,0.07,0.26,4.1,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/21/2015,1,Middle Water,0.4,0.085,2,3.4,5,0.01,0.4,33.3,0.12,0.29,3,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/21/2015,1,Bottom Water,0.6,0.055,2.1,3.1,6,0.012,0,33.9,0.15,0.29,5,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/25/2015,1,Surface Water,1.3,0.023,2.6,6.4,7,0.003,1.7,27.2,0.18,0.36,7,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/25/2015,1,Middle Water,1.1,0.052,2.7,5.3,5,0.003,2.7,31.4,0.13,0.36,9.3,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/25/2015,1,Bottom Water,1.2,0.12,5.9,2.3,4,0.022,3.2,34.4,0.15,0.33,10.6,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/8/2015,1,Surface Water,1.1,0.022,1.7,5.9,0,0.006,0.4,32.2,0.03,0.16,2.7,1.4
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/8/2015,1,Middle Water,0.4,0.018,0.7,1.6,1,0.026,1.3,33.6,0.16,0.3,2.5,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/8/2015,1,Bottom Water,0.6,0.047,1.1,1.5,1,0.026,1,34.4,0.19,0.33,3.3,3.3
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/12/2015,1,Surface Water,1.5,0.019,4,6.4,0,0.004,0,32.8,0.02,0.25,2.4,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/12/2015,1,Middle Water,0.5,0.021,1.4,4.8,0,0.006,0,34,0.03,0.27,2.4,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/12/2015,1,Bottom Water,1.9,0.1,3.4,0.8,9,0.033,0.5,34.3,0.11,0.36,3.2,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/18/2015,1,Surface Water,0.7,0.015,1.4,6.5,0,0.005,0,33.2,0.02,0.35,2.4,1
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/18/2015,1,Middle Water,0.7,0.017,1.5,6.3,0,0.006,1.4,33.5,0.02,0.26,2.3,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/18/2015,1,Bottom Water,0.6,0.065,3.4,4.8,1,0.015,0.4,33.5,0.07,0.32,2.6,1.2
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/9/2015,1,Surface Water,1.5,0.023,6.2,6.7,9,0.003,1.1,30.4,0.05,0.55,2.6,1.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/9/2015,1,Middle Water,2.6,0.052,3.4,5.5,12,0.005,1,33,0.08,0.83,2.3,3.3
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/9/2015,1,Bottom Water,0.7,0.024,1,5.1,4,0.012,0.5,33.2,0.08,0.94,3.5,1.1
Tolo Harbour and Channel,TM8,22.4732,114.30005,11/19/2015,1,Surface Water,1.3,0.022,4.8,6.9,2,0.005,1.2,32.3,0.03,0.29,2.6,1
Tolo Harbour and Channel,TM8,22.4732,114.30005,11/19/2015,1,Middle Water,0.6,0.018,3.2,5.8,0,0.008,0.5,33.1,0.08,0.4,2.7,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,11/19/2015,1,Bottom Water,0.5,0.016,1.5,5.5,0,0.01,0.4,33.2,0.1,0.65,4,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,12/18/2015,1,Surface Water,1.2,0.022,5.3,6.5,0,0.005,0,32.8,0.03,0.59,2.8,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,12/18/2015,1,Middle Water,1.1,0.025,4.1,7.1,1,0.005,0.6,32.9,0.04,0.49,2.8,1.2
Tolo Harbour and Channel,TM8,22.4732,114.30005,12/18/2015,1,Bottom Water,0.8,0.027,2.4,7.1,0,0.004,0.6,33.2,0.04,0.61,3.2,0.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,1/14/2016,1,Surface Water,1.7,0.046,8.5,7.2,0,0.007,0.9,31.8,0.08,0.26,2.8,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,1/14/2016,1,Middle Water,1.2,0.04,4.1,8.1,0,0.006,0.3,31.9,0.07,0.23,2.6,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,1/14/2016,1,Bottom Water,1.1,0.03,3.3,8,0,0.005,0.5,31.9,0.07,0.31,3.3,4.4
Tolo Harbour and Channel,TM8,22.4732,114.30005,2/19/2016,1,Surface Water,1.8,0.038,5.6,6.7,2,0.004,0.3,30.3,0.05,0.6,2.6,1.1
Tolo Harbour and Channel,TM8,22.4732,114.30005,2/19/2016,1,Middle Water,0.6,0.059,0.8,8.1,0,0.004,0,30.9,0.12,0.54,2.3,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,2/19/2016,1,Bottom Water,0.7,0.048,1.3,8.3,0,0.003,0,31.1,0.13,0.75,2.3,0.5
Tolo Harbour and Channel,TM8,22.4732,114.30005,3/18/2016,1,Surface Water,0.8,0.072,1.1,6.6,1,0.004,0.5,31.1,0.11,0.39,0.6,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,3/18/2016,1,Middle Water,0.7,0.041,0,4.8,0,0.005,0.7,31,0.06,0.26,0.6,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,3/18/2016,1,Bottom Water,0.9,0.08,1.5,5.7,2,0.01,0.9,31.7,0.13,0.41,1.4,1.2
Tolo Harbour and Channel,TM8,22.4732,114.30005,4/14/2016,1,Surface Water,3.5,0.13,1.1,6.5,17,0,3.3,29.4,0.16,0.43,0.5,1.4
Tolo Harbour and Channel,TM8,22.4732,114.30005,4/14/2016,1,Middle Water,1.2,0.053,0.3,6.2,2,0.002,0,31.6,0.06,0.24,0.2,0.7
Tolo Harbour and Channel,TM8,22.4732,114.30005,4/14/2016,1,Bottom Water,0.8,0.066,0,3.9,0,0.003,0,33.2,0.08,0.24,1,0.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/11/2016,1,Surface Water,1.2,0.048,3.9,5.6,0,0.008,0.3,30.5,0.07,0.34,0.5,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/11/2016,1,Middle Water,1,0.065,3.8,4.8,1,0.013,0.6,31.3,0.09,0.27,0.7,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/11/2016,1,Bottom Water,0.6,0.11,0.9,3.7,0,0.007,0.4,32.9,0.15,0.34,3.4,3.7
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/13/2016,1,Surface Water,1.7,0.032,8.2,7.1,23,0.002,1,28.4,0.05,0.17,0.9,2.5
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/13/2016,1,Middle Water,0.4,0.054,1,4.5,3,0.012,0,28.7,0.13,0.36,1.1,0.5
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/13/2016,1,Bottom Water,0.3,0.076,1.1,5.3,3,0.021,1,28.9,0.17,0.51,5.3,1
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/18/2016,1,Surface Water,1.7,0.009,2.4,5.9,14,0,0.2,30.9,0.01,0.98,4.3,1.4
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/18/2016,1,Middle Water,0.5,0.013,2.1,1.7,1,0.025,1.1,34.2,0.18,1.36,1.3,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/18/2016,1,Bottom Water,0.1,0.012,1.1,1.1,0,0.031,0.4,34.6,0.21,0.94,2.7,1.2
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/19/2016,1,Surface Water,1.2,0.043,4.1,6.6,0,0,0.5,31.5,0.05,0.66,2.5,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/19/2016,1,Middle Water,0.6,0.03,1,5.7,1,0.003,0.3,32.7,0.03,1,0.6,0.5
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/19/2016,1,Bottom Water,0.4,0.064,0.9,1.7,0,0.013,0.8,33.3,0.07,1.2,2.6,0.7
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/29/2016,1,Surface Water,1,0.027,2.6,5.3,0,0.003,1.2,31.2,0.03,0.11,12.4,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/29/2016,1,Middle Water,0.6,0.031,1.7,5.5,1,0.005,0.4,31.9,0.04,0.1,0.8,0.5
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/29/2016,1,Bottom Water,0.4,0.037,1.4,2.7,0,0.018,1,32.3,0.07,0.24,1.5,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/13/2016,1,Surface Water,0.3,0.019,2.5,5.2,0,0.004,0.9,31.3,0.03,0.67,0.8,0.7
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/13/2016,1,Middle Water,0,0.033,1.5,3.5,1,0.013,0.7,32.4,0.11,0.48,1,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/13/2016,1,Bottom Water,0,0.028,2,5.4,0,0.011,0.5,32.5,0.07,0.68,2.9,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,11/10/2016,1,Surface Water,0.5,0.025,5.5,5.9,0,0.003,2,30.4,0.05,0.25,6.3,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,11/10/2016,1,Middle Water,0.1,0.04,1.7,5.8,0,0.006,1.5,31.2,0.08,0.22,1.6,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,11/10/2016,1,Bottom Water,0.2,0.046,2.7,5.8,1,0.004,2.6,31.1,0.09,0.71,10.8,2
Tolo Harbour and Channel,TM8,22.4732,114.30005,12/12/2016,1,Surface Water,0.7,0.023,2.1,6.6,0,0.002,1.9,30.8,0.1,0.56,2.5,0.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,12/12/2016,1,Middle Water,0.4,0.029,1.5,6.3,0,0.007,1.3,31,0.13,0.34,3,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,12/12/2016,1,Bottom Water,0.2,0.044,1.7,6.4,0,0.011,0.6,31.1,0.15,0.61,4.8,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,1/18/2017,1,Surface Water,0.7,0.06,0,6.1,0,0.002,0,30.6,0.07,0.29,3.9,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,1/18/2017,1,Middle Water,0.3,0.062,0,6.7,0,0.002,0,30.7,0.07,0.23,0.8,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,1/18/2017,1,Bottom Water,1.5,0.089,1,6.8,0,0,0.9,30.8,0.1,0.28,6.3,1.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,2/20/2017,1,Surface Water,1,0.005,1.9,6.9,0,0,0.3,30.7,0.01,0.14,2.3,0.7
Tolo Harbour and Channel,TM8,22.4732,114.30005,2/20/2017,1,Middle Water,0.6,0.036,1,7.4,0,0.004,0.6,31,0.07,0.44,2.4,0.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,2/20/2017,1,Bottom Water,0.4,0.053,1.2,6.1,0,0.012,0.3,31.2,0.18,0.63,6.7,1.3
Tolo Harbour and Channel,TM8,22.4732,114.30005,3/10/2017,1,Surface Water,1.1,0.026,1.5,5.2,0,0.002,0,30.8,0.04,0.32,2.3,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,3/10/2017,1,Middle Water,0.4,0.05,0.6,7.6,0,0.005,0.3,31.5,0.07,0.33,2.4,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,3/10/2017,1,Bottom Water,0.4,0.087,0.5,5.9,0,0.012,0.3,31.8,0.15,0.39,3.8,0.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,4/5/2017,1,Surface Water,1.1,0.025,0.6,6.4,0,0.003,0.3,31.2,0.08,0.35,3.1,2.1
Tolo Harbour and Channel,TM8,22.4732,114.30005,4/5/2017,1,Middle Water,9,0.11,11,7.4,0,0.004,3.7,32,0.16,0.55,0.4,11
Tolo Harbour and Channel,TM8,22.4732,114.30005,4/5/2017,1,Bottom Water,4.2,0.075,17,5.8,0,0.004,3.1,32.9,0.13,0.71,1.9,7.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/19/2017,1,Surface Water,1,0.021,1.4,6.3,0,0,1.3,32.5,0.03,0.33,3.3,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/19/2017,1,Middle Water,0.9,0.029,1.6,6.5,0,0,1.5,32.8,0.04,0.31,0.3,0.5
Tolo Harbour and Channel,TM8,22.4732,114.30005,5/19/2017,1,Bottom Water,0.5,0.058,0.6,2.5,1,0.01,0,33.5,0.11,0.37,1.7,1
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/14/2017,1,Surface Water,0.8,0.055,2.7,5.7,260,0.006,1,30.1,0.08,0.31,4,0.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/14/2017,1,Middle Water,0.3,0.055,0.9,5.6,71,0.005,0.2,32.2,0.07,0.21,0.4,0
Tolo Harbour and Channel,TM8,22.4732,114.30005,6/14/2017,1,Bottom Water,0.2,0.12,0.7,3.2,3,0.008,0,32.6,0.14,0.27,1.7,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/12/2017,1,Surface Water,1.3,0.022,4,8.8,1,0.003,1,27.7,0.03,0.19,0.6,0.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/12/2017,1,Middle Water,0.6,0.099,2.2,2.2,0,0.019,1,34.1,0.15,0.28,0.9,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,7/12/2017,1,Bottom Water,0.4,0.091,1.3,1.6,1,0.023,0.4,34.2,0.16,0.34,2.4,0.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/18/2017,1,Surface Water,1,0.014,1.8,6.2,0,0.014,0.3,33,0.02,0.36,0.3,1
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/18/2017,1,Middle Water,0.8,0.057,7.2,0.2,0,0.025,5,34.4,0.08,0.27,1,1.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,8/18/2017,1,Bottom Water,0.5,0.075,4.5,0,0,0.032,2,34.5,0.08,0.52,0.8,1.4
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/20/2017,1,Surface Water,0.9,0.008,1.3,7.3,0,0.005,0.2,30.6,0.01,0.49,0.5,2.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/20/2017,1,Middle Water,0.8,0.007,2,6.5,0,0.005,0.3,31.1,0.01,0.71,0.6,2.6
Tolo Harbour and Channel,TM8,22.4732,114.30005,9/20/2017,1,Bottom Water,0.4,0.035,1,0.7,0,0.025,0.6,32.6,0.11,0.44,4.4,3.8
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/19/2017,1,Surface Water,0.5,0.04,1.6,5.9,0,0.005,0.4,30.4,0.07,0.31,0.3,1.9
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/19/2017,1,Middle Water,0.4,0.03,1.1,5.7,0,0.004,0.5,31.5,0.06,0.64,0.7,1.4
Tolo Harbour and Channel,TM8,22.4732,114.30005,10/19/2017,1,Bottom Water,0.4,0.052,1.1,4.3,1,0.005,1.8,32,0.11,0.44,8,2.9
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/21/2015,1,Surface Water,1.1,0.13,2.8,5.6,12000,0.017,0,19.5,0.33,0.68,7.6,1.6
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/21/2015,1,Middle Water,0.9,0.1,1.7,4.7,3800,0.006,1,29.9,0.14,0.35,3.8,0.6
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/21/2015,1,Bottom Water,0.5,0.13,0.9,3.7,380,0.008,0,32,0.15,0.33,3.2,0.8
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/8/2015,1,Surface Water,1.5,0.033,2,4.8,11,0.005,1.8,32.4,0.04,0.26,3,1
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/8/2015,1,Middle Water,1.5,0.042,2.5,6.2,43,0.005,2.2,32.4,0.05,0.26,3.1,1.6
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/8/2015,1,Bottom Water,1.5,0.043,1.9,5.9,18,0.005,2.3,32.4,0.05,0.19,3.5,1.5
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/18/2015,1,Surface Water,1.1,0.041,4.9,5.8,26,0.005,3.1,32.4,0.05,0.45,3,2.2
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/18/2015,1,Bottom Water,1.2,0.045,4.5,6,34,0.003,1.9,32.4,0.05,0.67,2.8,2.4
Tolo Harbour and Channel,TT1,22.4545,114.21195,11/19/2015,1,Surface Water,1.5,0.057,6.3,7.5,160,0.006,1.5,31.3,0.11,0.73,2.7,0
Tolo Harbour and Channel,TT1,22.4545,114.21195,11/19/2015,1,Middle Water,1.5,0.09,16,6.6,87,0.006,3,32,0.14,0.58,3.2,1.2
Tolo Harbour and Channel,TT1,22.4545,114.21195,11/19/2015,1,Bottom Water,1.3,0.084,12,3.3,110,0.008,2.7,32.5,0.16,0.58,4.7,1.4
Tolo Harbour and Channel,TT1,22.4545,114.21195,1/14/2016,1,Surface Water,3.1,0.084,8.1,8.9,87,0.004,1.6,30.3,0.1,0.51,3,3.7
Tolo Harbour and Channel,TT1,22.4545,114.21195,1/14/2016,1,Middle Water,5.2,0.18,12,10.1,75,0.005,1.4,30.6,0.19,0.89,3.1,3.8
Tolo Harbour and Channel,TT1,22.4545,114.21195,1/14/2016,1,Bottom Water,4.1,0.085,5.4,6.6,55,0.005,1.6,31.6,0.09,0.28,4.6,4
Tolo Harbour and Channel,TT1,22.4545,114.21195,3/18/2016,1,Surface Water,0.8,0.12,0.3,6,26,0.007,0.2,29.9,0.19,0.33,0.3,0.5
Tolo Harbour and Channel,TT1,22.4545,114.21195,3/18/2016,1,Middle Water,0.6,0.12,0,5.2,25,0.009,0,30,0.19,0.92,9,6.2
Tolo Harbour and Channel,TT1,22.4545,114.21195,3/18/2016,1,Bottom Water,0.8,0.13,1.6,5.9,34,0.006,26,30.1,0.19,0.92,19.1,5.1
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/11/2016,1,Surface Water,1.9,0.15,8.4,6.9,3600,0.041,2,22,0.39,0.62,5.9,2.4
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/11/2016,1,Middle Water,2,0.087,7,6.4,590,0.055,4.7,29.3,0.13,0.3,1.2,1.4
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/11/2016,1,Bottom Water,1.5,0.12,4.5,5.2,440,0.003,2.4,30.5,0.15,0.22,1.7,1.2
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/18/2016,1,Surface Water,1.8,0.022,9.3,6,15,0,2.4,30.3,0.03,0.95,1.7,2.4
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/18/2016,1,Middle Water,2.3,0.013,13,6.1,110,0,5.4,31.6,0.02,0.97,2.1,2.5
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/18/2016,1,Bottom Water,2.1,0.079,9.5,0.9,36,0.016,3.8,33.6,0.11,0.97,2.5,2.2
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/29/2016,1,Surface Water,1.1,0.056,6.1,3.8,12,0.01,2.4,31.5,0.07,0.23,11.9,0.6
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/29/2016,1,Middle Water,1.5,0.053,5.9,2.9,24,0.01,1.6,31.6,0.06,0.24,1.5,0
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/29/2016,1,Bottom Water,1.5,0.11,6.9,2.7,19,0.023,1.8,31.9,0.12,0.38,2.3,0.7
Tolo Harbour and Channel,TT1,22.4545,114.21195,11/10/2016,1,Surface Water,0.7,0.088,2.8,4.5,67,0.003,2.7,29.9,0.14,0.59,5.4,0.8
Tolo Harbour and Channel,TT1,22.4545,114.21195,11/10/2016,1,Middle Water,0.9,0.092,3.3,5,18,0.003,0.6,30.3,0.14,0.45,0.8,0.9
Tolo Harbour and Channel,TT1,22.4545,114.21195,11/10/2016,1,Bottom Water,0.7,0.11,2.4,2.9,31,0.009,2.3,30.7,0.16,0.46,1.8,1
Tolo Harbour and Channel,TT1,22.4545,114.21195,1/18/2017,1,Surface Water,0.6,0.12,0.2,4.3,28,0.004,1.1,30.2,0.15,0.41,0.7,0
Tolo Harbour and Channel,TT1,22.4545,114.21195,1/18/2017,1,Middle Water,0.7,0.12,0.9,4.5,41,0.005,0.7,30.2,0.15,0.39,0.7,0
Tolo Harbour and Channel,TT1,22.4545,114.21195,1/18/2017,1,Bottom Water,0.7,0.12,1.1,4.6,57,0.009,0,30.2,0.15,0.36,0.9,0.6
Tolo Harbour and Channel,TT1,22.4545,114.21195,3/10/2017,1,Surface Water,1,0.053,2.4,6.4,37,0.002,0.6,30.3,0.08,0.2,2.4,0.5
Tolo Harbour and Channel,TT1,22.4545,114.21195,3/10/2017,1,Middle Water,0.8,0.073,1.2,6.8,21,0.006,1.2,30.5,0.1,0.33,2.4,0.7
Tolo Harbour and Channel,TT1,22.4545,114.21195,3/10/2017,1,Bottom Water,1,0.085,1.1,6.4,20,0.006,0.8,30.7,0.11,0.23,2.8,0.7
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/19/2017,1,Surface Water,1.2,0.044,2.5,6.2,18,0,1,30.2,0.07,0.47,1.5,0.7
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/19/2017,1,Middle Water,1.5,0.052,2.1,5.8,16,0,1.7,30.2,0.08,0.34,0.5,1
Tolo Harbour and Channel,TT1,22.4545,114.21195,5/19/2017,1,Bottom Water,1.3,0.075,2.1,6.7,21,0,1,31.2,0.1,0.35,0.5,0.7
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/12/2017,1,Surface Water,2.2,0.04,8.8,9.2,34,0.003,2.4,27,0.04,0.25,1.3,2.6
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/12/2017,1,Middle Water,2.1,0.024,11,9.6,58,0,3.7,29.2,0.03,0.28,1.9,2.6
Tolo Harbour and Channel,TT1,22.4545,114.21195,7/12/2017,1,Bottom Water,3,0.034,11,6.3,50,0.003,4.4,30.1,0.04,0.24,1.7,2.4
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/20/2017,1,Surface Water,1.5,0.022,2.5,6.9,180,0.005,0.6,30,0.03,1.3,1.2,3.1
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/20/2017,1,Middle Water,1.2,0.019,2.5,7,220,0.004,0.9,30.2,0.02,1.1,1.2,3
Tolo Harbour and Channel,TT1,22.4545,114.21195,9/20/2017,1,Bottom Water,1.5,0.021,3.4,6.8,100,0.005,0.6,30.4,0.03,0.78,1.4,3.2
Mirs Bay,MM16,22.4445,114.448667,5/11/2015,1,Surface Water,0.4,0.018,1.4,6.2,2,0.006,1.1,33.7,0.03,0.15,2.8,0.9
Mirs Bay,MM16,22.4445,114.448667,5/11/2015,1,Middle Water,0.4,0.018,2.1,6.4,0,0.004,0,33.7,0.02,0.15,2.6,1.2
Mirs Bay,MM16,22.4445,114.448667,5/11/2015,1,Bottom Water,0.2,0.027,1.8,6.3,0,0.005,0,33.8,0.03,0.14,2.5,0
Mirs Bay,MM16,22.4445,114.448667,6/19/2015,1,Surface Water,0.9,0.022,1.1,6.4,0,0.004,0,33.2,0.03,0.15,2.8,0.6
Mirs Bay,MM16,22.4445,114.448667,6/19/2015,1,Middle Water,1.2,0.011,3.2,5.8,0,0.006,0,34.4,0.02,0.14,2.4,0.9
Mirs Bay,MM16,22.4445,114.448667,6/19/2015,1,Bottom Water,0.5,0.013,2,4.1,0,0.01,0,34.5,0.08,0.15,5,2.7
Mirs Bay,MM16,22.4445,114.448667,7/13/2015,1,Surface Water,0.6,0.011,0.9,6.2,0,0.006,0,33.1,0.02,0.24,4.1,3.2
Mirs Bay,MM16,22.4445,114.448667,7/13/2015,1,Middle Water,0.7,0.016,1,6,0,0.007,0,33.5,0.02,0.14,2.1,2.3
